title,salary,position,working_life,education,company_name,company_type,financing_info,staff_numbers,recruiter_name,recruiter_job,release_time
策略产品经理,25k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,刘先生,高级开发工程师,暂无信息
产品经理,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,刘先生,高级开发工程师,暂无信息
WMS产品经理,25k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,刘先生,高级开发工程师,暂无信息
DBA-数据库架构师,25k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,史先生,数据库专家,暂无信息
资深后端开发工程师,20k-30k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
BMS软件专家,20k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
iOS资深工程师,20k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,韦先生,技术专家,暂无信息
iOS技术专家,30k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,韦先生,技术专家,暂无信息
Android资深工程师,20k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,韦先生,技术专家,暂无信息
Android技术专家,30k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,韦先生,技术专家,暂无信息
平台数据分析专家,30k-40k,上海 闵行区 莘庄,5-10年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
数据产品专家(数仓),30k-45k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
项目经理,20k-35k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,刘先生,项目总监,暂无信息
前端开发高级工程师,20k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,赵先生,前端开发,暂无信息
资深开发工程师,25k-35k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,杨先生,技术总监,暂无信息
技术专家,30k-50k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,杨先生,技术总监,暂无信息
算法工程师,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,周先生,招聘者,暂无信息
数据挖掘工程师,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,周先生,招聘者,暂无信息
高级数据分析专家,28k-45k,上海 闵行区 莘庄,10年以上,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,HR,暂无信息
售后专家,20k-35k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,HR,暂无信息
资深java开发工程师,20k-28k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
大数据开发专家/高级专家,25k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
Java架构师,25k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
Java技术专家 高级/资深,30k-60k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
资深Java开发,20k-32k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
资深性能测试工程师,20k-30k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,戴女士,招聘者,暂无信息
iOS开发工程师,20k-40k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,义先生,招聘者,暂无信息
产品专家,20k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
硬件产品经理,20k-30k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
数据产品经理(顺风车/助力车),20k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
产品总监(新业务),40k-60k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
BOS产品经理,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
数据产品经理(平台),20k-35k,上海 闵行区 莘庄,3-5年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
出行业务产品经理,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
数据产品专家(业务),28k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
项目经理,20k-40k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,刘先生,项目总监,暂无信息
机器学习,30k-60k,上海 闵行区 莘庄,3-5年,硕士,哈啰出行,互联网,D轮及以上,1000-9999人,宋先生,软件开发,暂无信息
资深交互设计师,20k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,hr,暂无信息
UI设计专家/负责人,35k-50k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,hr,暂无信息
交互设计负责人,30k-50k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,hr,暂无信息
高级UI设计师,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,hr,暂无信息
策略运营专家/商业分析专家,30k-60k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,方女士,招聘主管,暂无信息
平台产品运营总监,40k-60k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
策略运营专家,25k-35k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,HR,暂无信息
大区经理,20k-30k,上海  ,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王先生,景区事业部总经理,暂无信息
仓储专家/管理,20k-35k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,HR,暂无信息
融资经理,25k-26k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,hr,暂无信息
数据分析（高级/资深/专家）,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,方女士,招聘主管,暂无信息
资深/高级数据挖掘,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,方女士,招聘主管,暂无信息
前端开发工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,杨先生,软件研发中心,暂无信息
测试工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,杨先生,软件研发中心,暂无信息
硬件测试工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,杨先生,软件研发中心,暂无信息
Java开发工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,樊先生,招聘者,暂无信息
高级/资深前端开发（移动端）,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,樊先生,招聘者,暂无信息
Android,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,樊先生,招聘者,暂无信息
web前端,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,樊先生,招聘者,暂无信息
Java,15k-30k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,樊先生,招聘者,暂无信息
软件测试,15k-26k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王先生,测试,暂无信息
自动化测试,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王先生,测试,暂无信息
Java,18k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,温先生,前端,暂无信息
Android高级开发工程师,15k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,卢先生,高级技术经理,暂无信息
iOS高级开发工程师,15k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,卢先生,高级技术经理,暂无信息
高级/资深前端开发,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,商先生,前端开发,暂无信息
测试开发工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,姚女士,测试工程师,暂无信息
高级测试工程师,13k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,姚女士,测试工程师,暂无信息
高级/资深Android开发,15k-30k,上海 闵行区 莘庄,3-5年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
高级前端开发工程师,12k-24k,上海 闵行区 莘庄,3-5年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
运维开发工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
高级性能测试,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
前端开发,12k-24k,上海 闵行区 莘庄,3-5年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
Hadoop大数据平台运维工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
高级/资深ios开发 [ 上海 ],15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,黄先生,前端研发,暂无信息
Android,15k-30k,上海 闵行区 莘庄,经验不限,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,曾先生,Android开发工程师,暂无信息
go开发工程师,18k-36k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
ios,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
前端,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
Hadoop,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
数据开发,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
数据仓库,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
andriod,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
高级Java开发工程师,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
前端开发工程师 — 移动端方向,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,富女士,资深招聘专员,暂无信息
DBA-PostgreSQL,15k-30k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,史先生,数据库专家,暂无信息
Redis运维,15k-25k,上海 闵行区 莘庄,3-5年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,史先生,数据库专家,暂无信息
后端开发工程师,10k-15k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
实施工程师,10k-15k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级测试工程师,15k-20k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
可靠性测试工程师,12k-22k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
电机控制器工程师,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级后端开发工程师,15k-20k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级安卓开发工程师,15k-20k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级项目经理,15k-20k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
基带工程师,12k-24k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
硬件工程师,10k-20k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级硬件工程师,15k-25k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
资深Java工程师,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
技术支持,12k-22k,上海 闵行区 莘庄,经验不限,大专,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级BMS工程师,15k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
单片机开发工程师,12k-24k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级硬件研发测试工程师,10k-20k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
嵌入式软件测试工程师,10k-20k,上海 闵行区 莘庄,经验不限,大专,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级前端开发,10k-15k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
嵌入式软件工程师,18k-35k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级硬件研发测试工程师 (MJ001920),10k-11k,上海 闵行区 莘庄,5-10年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
数据分析师,12k-24k,上海 闵行区 莘庄,经验不限,本科,哈啰出行,互联网,D轮及以上,1000-9999人,施女士,高级招聘专员,暂无信息
高级数据分析师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,程先生,HR,暂无信息
Java,15k-30k,上海 闵行区 莘庄,3-5年,学历不限,哈啰出行,互联网,D轮及以上,1000-9999人,冯先生,招聘者,暂无信息
Java资深开发工程师/技术专家,18k-35k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,冯先生,招聘者,暂无信息
数据分析师,18k-30k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,周先生,招聘者,暂无信息
售后支持,15k-30k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,HR,暂无信息
高级数据分析师,11k-22k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,朱先生,HR,暂无信息
资深数据分析,15k-30k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,朱先生,HR,暂无信息
Android,15k-30k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,陈先生,android开发,暂无信息
高级测试工程师,18k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,王女士,hr,暂无信息
运维开发工程师,15k-30k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,盛先生,运维,暂无信息
爬虫开发工程师,15k-30k,上海 闵行区 莘庄,1年以内,本科,哈啰出行,互联网,D轮及以上,1000-9999人,盛先生,运维,暂无信息
测试工程师,16k-20k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,刘女士,高级测试工程师,暂无信息
高级ios开发,15k-30k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级性能测试,16k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
hadoop大数据平台运维工程师,16k-32k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级/资深大数据开发,18k-35k,上海 闵行区 莘庄,5-10年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级/资深Java 中间件,18k-36k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
机器学习,15k-30k,上海 闵行区 莘庄,1-3年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
Android开发,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
实时计算开发工程师,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级自动化测试,15k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级/资深java开发,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级/资深Java开发,17k-34k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
测试开发,15k-30k,上海 闵行区 莘庄,3-5年,大专,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级/资深前端开发-移动端方向,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
Java开发-数据服务,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,毛女士,招聘HR,暂无信息
高级性能测试工程师,15k-25k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,戴女士,招聘者,暂无信息
Android开发工程师,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,陆先生,移动端负责人,暂无信息
iOS开发工程师,20k-40k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,陆先生,移动端负责人,暂无信息
资深策略产品经理,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,翟先生,产品,暂无信息
资深WMS产品经理,15k-30k,上海 闵行区 莘庄,3-5年,本科,哈啰出行,互联网,D轮及以上,1000-9999人,翟先生,产品,暂无信息
